Name,Date,Latitude,Longitude,Precipitation,Wind Gust,Cloud Cover,Relative Humidity,Solar Energy,PDSI,NDVI,Elevation,Slope,Wildfire_Scale_Acres_Normalized,Wildfire_Scale_Acres_Quantiles,Wildfire_Scale_Acres_NWCG
Lake Fire,2020-08-12,34.679,-118.452,0.0,28.9,9.0,15.56,25.3,1.1499996185302734,3704.0,999,13.016148567199709,1,5,F
Pony Fire,2020-10-03,38.464074,-121.039236,0.0,7.0,18.2,32.7,7.6,-2.060000419616699,3375.0,79,3.0061402320861816,1,1,B
Copper Fire ,2020-09-30,38.49375,-121.003602,0.0,19.7,17.1,28.24,15.8,-2.0,3213.0,130,3.0069074630737305,1,2,B
Shackleford Fire,2020-09-11,41.575549,-123.021635,0.0,26.4,87.7,33.86,18.1,-3.140000343322754,7947.0,1264,25.51786231994629,1,2,B
Woodward Fire,2020-08-18,38.018089,-122.836701,0.0,21.9,32.2,63.98,25.5,-3.779999732971192,8490.0,175,10.805142402648926,1,5,E
Fox Fire,2020-09-16,41.211022,-122.847359,0.0,24.2,10.8,39.78,15.9,-2.630000114440918,5350.0,2012,1.2327046394348145,1,5,E
Lambert Fire,2020-10-04,38.424016,-121.006635,0.0,16.1,15.7,28.64,17.0,-2.239999771118164,3630.0,70,1.854334115982056,1,1,B
Irvine Fire,2020-10-11,37.821737,-122.104314,0.0,13.1,22.8,64.18,15.5,-2.4600000381469727,4920.0,255,16.145963668823242,1,1,B
Diamond Fire,2020-10-13,37.98337,-120.64541,0.0,20.8,3.2,41.93,13.3,-1.3199996948242188,3411.0,304,8.96030330657959,1,1,B
Oak Fire,2020-09-07,39.4935,-123.3965,0.0,24.2,7.9,31.12,22.1,-2.890000343322754,6201.0,594,15.230021476745604,1,5,E
Zogg Fire,2020-09-27,40.53927,-122.56656,0.0,45.1,0.0,24.07,19.2,-2.489999771118164,5037.0,506,8.631087303161621,1,5,F
Bruder Fire,2020-10-15,34.014728,-117.138078,0.0,12.2,0.3,33.29,17.6,0.9600000381469728,3600.0,675,7.841791152954102,1,3,C
Martindale Fire ,2020-09-28,34.563,-118.4,0.0,41.4,0.0,19.71,21.3,0.9099998474121094,4560.0,829,24.6474723815918,1,4,C
Cameron Fire,2020-10-18,38.659387,-120.964726,0.0,6.8,14.5,23.81,15.7,-1.8199996948242188,4435.0,414,2.201579093933105,1,1,B
Ferry Fire,2020-10-22,39.51694,-121.54475,0.0,27.7,2.7,28.28,52.3,-2.810000419616699,3607.0,80,9.701769828796388,1,1,A
Redwood Fire,2020-10-23,40.55823,-123.88658,0.0,20.8,9.1,77.34,14.7,-1.4099998474121094,8727.0,747,15.179160118103027,1,3,C
Dersch Fire,2020-10-25,40.47646,-122.18102,0.0,47.9,0.2,28.62,14.7,-2.1700000762939453,2687.0,154,3.768218994140625,1,3,C
Point Fire (Shasta and Tehama County),2020-10-25,40.38869,-122.39033,0.0,47.1,0.5,28.68,12.5,-2.289999961853028,2639.0,157,1.2175283432006836,1,4,C
Cypress Fire,2020-11-01,34.03343,-117.51476,0.0,11.2,44.3,29.98,23.8,0.6000003814697266,2821.0,257,2.1654300689697266,1,3,C
Pope Fire,2020-10-23,38.56184,-122.37828,0.0,12.2,36.9,72.29,15.4,-3.060000419616699,4406.0,287,7.314640998840332,1,2,B
Bullfrog Fire,2020-09-12,37.135474,-119.027309,0.0,24.7,24.5,24.72,11.1,-1.7100000381469729,5669.0,2707,5.797245025634766,1,5,E
Ranch 2 Fire,2020-08-13,34.160265,-117.910498,0.0,23.0,31.6,27.61,20.1,0.989999771118164,3863.0,229,1.1207325458526611,1,5,E
R-8 Pinecone Fire,2020-08-26,40.773,-120.536,0.0,15.3,33.6,49.27,20.5,-1.0399999618530271,3059.0,1887,7.418248653411865,1,4,D
Placer Fire,2020-08-25,35.4335197,-120.1243296,0.0,18.0,38.6,75.3,23.4,-0.5399999618530273,2035.0,606,7.970213890075684,1,2,B
3-19 Fire,2020-08-18,39.276,-123.013667,0.0,30.0,0.0,51.35,16.0,-3.300000190734864,3819.0,905,15.310765266418455,1,2,B
Holser Fire,2020-08-17,34.438759,-118.758965,0.0,9.6,9.3,54.19,21.4,-0.0100002288818359,3642.0,253,2.168220996856689,1,5,E
Trimmer Fire,2020-08-04,36.90933,-119.2439,0.0,24.2,12.4,35.18,27.6,-2.75,3148.0,319,29.32516098022461,1,4,D
Castaic Fire,2020-08-01,34.51853,-118.59699,0.0,27.7,0.0,31.4,27.8,0.619999885559082,2649.0,515,15.404488563537598,1,3,C
Stump Fire,2020-08-01,40.34659,-121.6415,0.0,17.2,0.0,27.89,26.3,-1.2799997329711914,6866.0,1482,3.0341217517852783,1,4,D
Dam Fire,2020-07-30,34.17363,-117.889503,0.0,19.7,3.2,42.24,26.9,1.829999923706055,3846.0,471,18.222103118896484,1,4,C
July Complex,2020-07-24,41.699,-121.477,0.0,24.2,6.2,43.58,23.5,-3.289999961853028,3101.0,1476,24.492977142333984,1,5,F
Moc Fire,2020-08-20,37.813779,-120.312565,0.0,7.7,53.9,30.3,19.6,-1.489999771118164,4839.0,295,18.33036231994629,1,5,E
August Complex (includes Doe Fire),2020-08-16,39.776,-122.673,0.0,20.8,7.4,33.91,14.3,-3.2799997329711914,6813.0,1363,13.526503562927246,5,5,F
El Dorado Fire,2020-09-05,34.08056,-116.98669,0.0,23.0,11.0,31.32,18.4,0.979999542236328,6651.0,1764,14.001855850219728,1,5,F
Thomas Fire,2020-12-03,41.591948,-120.374514,0.0,10.9,0.0,56.07,18.6,-2.4600000381469727,3170.0,1523,2.230219602584839,1,1,B
Cerritos Fire,2020-12-03,33.773754,-117.051463,0.0,32.2,0.0,13.02,10.4,1.3199996948242188,2409.0,530,0.9274099469184875,1,4,C
San Dimas Fire,2020-11-06,34.146195,-117.778561,0.01,25.5,49.9,48.67,12.7,-1.0299997329711914,3917.0,480,39.66474914550781,1,3,C
Olinda Fire,2020-10-25,40.41486,-122.342,0.0,47.7,0.2,28.63,12.5,-2.229999542236328,3090.0,219,2.218109607696533,1,1,A
Airport Fire,2020-12-01,33.893351,-117.62109,0.0,20.8,0.0,47.24,12.8,-1.140000343322754,6292.0,167,4.555021286010742,1,5,E
257 Fire,2020-11-17,41.4435,-120.87054,0.01,68.4,45.6,56.98,1.5,-3.359999656677246,2609.0,1314,0.0,1,2,B
Bond Fire,2020-12-02,33.743842,-117.674967,0.0,40.2,9.1,33.08,13.1,-1.010000228881836,3582.0,348,18.21847152709961,1,5,F
Manzanita Fire,2021-01-19,37.25086,-119.51982,0.0,20.8,13.0,46.24,11.4,-3.300000190734864,5613.0,876,3.882685661315918,1,1,B
North Butano Fire,2021-01-18,37.18259,-122.28823,0.0,34.4,25.9,32.08,12.0,-4.010000228881836,2004.0,432,2.974224805831909,1,1,B
Bonny Doone Complex (Previously Fanning Fire),2021-01-19,37.08931,-122.10509,0.0,33.4,5.7,19.62,11.9,-3.369999885559082,8547.0,240,22.09037208557129,1,1,B
Erbes Fire,2021-01-14,34.20955,-118.83967,0.0,35.6,6.5,22.75,13.9,-2.270000457763672,3084.0,296,4.760162353515625,1,4,C
72 Fire,2021-01-19,33.52871,-116.10723,0.0,25.3,51.5,28.33,3.2,-2.2799997329711914,3517.0,-61,1.4481948614120483,1,2,B
Panther Ridge Fire,2021-01-19,37.18381,-122.13372,0.0,34.5,7.5,19.72,11.7,-3.380000114440918,8468.0,304,19.85679054260254,1,1,B
Freedom Fire,2021-01-19,36.98767,-121.83627,0.0,42.3,0.0,19.45,11.5,-2.2200002670288086,6829.0,119,7.327703952789307,1,2,B
Grapevine Fire,2021-03-14,35.5819816117628,-117.591073443333,0.0,33.6,1.4,32.02,17.7,-3.0699996948242188,1341.0,908,0.0,1,3,B
Woodman Fire,2021-04-01,40.6758842,-122.0536419,0.0,13.1,0.0,46.39,20.8,-3.359999656677246,6529.0,365,4.784841060638428,1,2,B
Paso Fire,2021-04-12,32.958961,-116.582369,0.0,21.9,68.4,73.88,27.2,-1.630000114440918,5877.0,1507,10.498665809631348,1,1,B
Turnout Fire,2021-04-18,38.99914,-123.35838,0.0,22.9,0.0,43.11,27.0,-4.439999580383301,7208.0,138,0.0,1,4,C
Sky Fire,2021-04-29,38.8843712846835,-122.517715553264,0.0,19.7,20.1,58.63,30.7,-5.25,4847.0,552,12.82193088531494,1,2,B
Campo Fire,2021-04-29,38.223179,-120.856628,0.0,10.6,0.0,34.82,13.4,-3.979999542236328,6017.0,175,5.115528583526611,1,3,C
Bridge Fire,2021-05-05,33.86972,-117.044072,0.0,23.7,2.4,43.8,26.9,-2.6000003814697266,2736.0,450,5.248992919921875,1,4,C
Creek Fire,2021-05-04,33.532246,-116.767011,0.0,24.2,3.8,38.45,30.2,-2.939999580383301,3492.0,1075,2.7802884578704834,1,1,B
River Fire,2021-04-19,38.9743823,-121.5896697,0.0,8.8,0.0,41.23,31.0,-6.100000381469727,6041.0,16,2.384676218032837,1,2,B
North Fire,2021-04-28,34.449686,-118.616276,0.0,34.4,0.0,28.19,29.2,-3.689999580383301,3091.0,314,2.43173623085022,1,4,D
Quail Fire,2021-05-12,39.2510745,-121.361339,0.0,15.0,0.0,26.8,28.5,-5.079999923706055,5640.0,148,5.846208572387695,1,2,B
Salmon Fire,2021-05-01,38.773294,-121.034998,0.0,16.1,1.3,47.28,28.0,-4.210000038146973,4428.0,142,10.187171936035156,1,1,B
Dillard Fire,2021-05-08,38.28328,-121.45965,0.0,35.0,0.3,19.12,22.9,-6.729999542236328,4218.0,3,2.361826181411743,1,2,B
Fields Fire,2021-05-14,37.560209,-120.419624,0.0,11.9,0.0,50.26,25.3,-5.020000457763672,3037.0,101,5.902210235595703,1,3,B
Milepost 21 Fire,2020-07-20,41.1849445,-123.6986222,0.0,8.8,95.1,84.05,31.5,-1.079999923706055,8133.0,117,19.63537979125977,1,3,C
Pine Fire,2021-05-12,34.454231,-117.663815,0.0,30.5,11.4,44.0,30.3,-3.4600000381469727,1599.0,1174,5.980633735656738,1,4,D
WeeVill Fire,2021-05-20,34.7591895,-118.5044868,0.0,45.9,2.0,31.62,30.9,-4.0,1965.0,888,3.000032663345337,1,4,D
R-1 Fire,2021-05-14,40.971612,-120.094517,0.0,28.9,17.9,35.33,14.8,-3.310000419616699,2911.0,2029,4.901645660400391,1,1,B
Lake Fire,2021-05-24,33.965596,-117.471517,0.0,26.9,0.3,36.46,23.5,-3.510000228881836,4486.0,211,1.4525620937347412,1,3,C
Live Oak Fire,2021-05-27,37.45646,-120.00392,0.0,32.2,0.0,43.98,32.0,-4.130000114440918,4956.0,529,1.854334115982056,1,4,C
Palisades Fire,2021-05-14,34.079046,-118.558938,0.0,20.8,68.5,71.8,23.0,-3.489999771118164,3891.0,303,16.765485763549805,1,5,E
Slope Fire,2021-05-31,36.862017253092894,-119.348412180029,0.0,13.9,16.4,37.07,29.9,-5.439999580383301,3547.0,390,4.366365909576416,1,1,B
Smalley Fire,2021-05-31,37.1619216,-119.5166045,0.0,10.9,13.8,37.84,29.3,-4.789999961853027,4201.0,414,6.00999116897583,1,2,B
Buck Fire,2021-06-06,37.2448494401916,-119.860478362096,0.0,37.8,15.4,42.81,29.2,-4.159999847412109,4120.0,365,3.704791784286499,1,2,B
Creek Fire,2021-06-09,38.899722,-122.238889,0.0,28.9,20.2,46.44,28.4,-8.0,3329.0,145,2.5559403896331787,1,1,B
Sierra Fire,2021-06-09,33.3157115652491,-117.34832277422,0.0,22.5,11.8,61.79,27.6,-2.979999542236328,4103.0,28,1.854334115982056,1,5,E
Farm Fire,2021-06-09,34.3832472034404,-117.418354641222,0.0,27.1,25.9,50.32,31.7,-3.140000343322754,2055.0,1188,2.7802884578704834,1,4,C
Beale Fire,2021-06-13,39.1956433,-121.3587065,0.0,18.6,0.0,51.0,29.1,-5.529999732971191,3053.0,101,1.513749361038208,1,3,C
Silicon Fire,2021-06-14,37.24042,-121.76309,0.0,26.4,40.9,65.92,26.2,-5.090000152587891,2928.0,82,3.013749361038208,1,2,B
Goose Fire,2021-06-13,38.3046414,-120.9608439,0.0,25.3,0.0,56.97,27.9,-6.010000228881836,4459.0,90,9.26821994781494,1,2,B
Fields Fire ,2020-10-07,39.181047,-121.450982,0.0,8.0,12.1,34.43,12.3,-3.180000305175781,1478.0,34,3.025000810623169,1,2,B
Equestrian Fire,2021-06-16,38.79988,-121.01273,0.0,7.1,0.0,24.45,28.8,-4.920000076293945,4176.0,426,14.565407752990724,1,1,B
Kathryn Fire,2021-06-15,33.67127,-116.94956,0.0,9.5,0.3,29.12,27.4,-3.060000419616699,2247.0,521,3.4654109477996826,1,1,B
Park Fire,2021-06-17,39.77144,-121.76629,0.0,24.2,2.8,18.45,30.3,-5.960000038146973,4552.0,103,4.417123794555664,1,4,D
Antelope Fire,2021-06-18,36.47887,-119.10788,0.0,36.8,0.6,36.28,23.0,-5.399999618530273,4023.0,163,2.183316469192505,1,1,B
Rock Fire,2021-06-15,40.61468,-122.49164,0.0,11.3,0.0,33.74,22.6,-5.109999656677246,3900.0,283,1.2216379642486572,1,3,C
Flats Fire,2021-06-13,33.5812044,-116.4518615,0.0,32.2,0.0,16.84,33.1,-3.149999618530273,2504.0,1233,1.113155961036682,1,4,D
Watt Fire,2021-06-21,38.728881,-121.39247,0.0,23.0,24.0,42.07,23.6,-6.960000038146973,3770.0,30,5.492961883544922,1,2,B
Paseo Fire,2021-06-25,37.118582,-121.584194,0.0,28.9,51.9,74.51,28.3,-5.050000190734863,3617.0,165,4.642459392547607,1,2,B
Mesa Fire,2021-06-23,33.337282,-117.095858,0.01,16.1,30.6,78.78,17.8,-3.149999618530273,3785.0,491,8.998282432556152,1,4,D
Steins Fire,2021-06-26,38.659971,-120.876096,0.0,8.7,0.0,37.4,26.6,-4.800000190734863,4651.0,457,3.011218309402466,1,1,B
Canyon Fire,2021-06-26,35.442533,-118.793912,0.0,21.9,0.1,33.52,30.3,-4.520000457763672,1788.0,231,47.37963485717773,1,4,C
Dairy Fire,2021-06-15,40.10806,-122.16025,0.0,10.3,0.0,28.32,29.7,-6.930000305175781,2160.0,78,1.5263408422470093,1,3,C
4-3 Fire,2021-06-24,41.562302,-120.497502,0.02,43.7,24.1,41.57,25.0,-5.100000381469727,2331.0,1466,1.23937726020813,1,3,C
Stowe Fire,2021-06-28,33.740058,-117.050236,0.0,21.9,2.0,53.82,27.2,-2.939999580383301,2188.0,462,3.704791784286499,1,3,C
Vulcan Fire,2021-06-27,36.932,-119.735,0.0,29.9,17.7,37.24,25.0,-4.989999771118164,3153.0,94,1.4851137399673462,1,3,C
Beswick Fire,2021-06-28,41.917209,-122.374848,0.0,35.8,19.0,23.93,32.2,-5.680000305175781,6826.0,784,5.058122634887695,1,3,C
Main Fire,2021-07-03,36.10007,-119.017899,0.0,10.1,1.1,35.71,27.8,-4.710000038146973,3809.0,161,2.474539279937744,1,4,D
Fish Fire,2021-07-04,36.802809,-119.393795,0.0,12.3,22.2,38.52,30.2,-5.260000228881836,2984.0,158,3.011179208755493,1,2,B
Shell Fire,2021-06-27,34.919,-118.891,0.0,38.0,0.0,22.46,28.5,-4.279999732971191,3291.0,968,18.710325241088867,1,5,E
Broiler Fire,2021-07-07,39.253647,-123.224377,0.0,15.0,0.0,43.48,27.6,-6.479999542236328,6081.0,250,17.678749084472656,1,2,B
Diablo Fire,2021-07-11,37.865193,-121.667665,0.0,29.8,0.0,42.2,25.9,-6.670000076293945,2117.0,39,4.778913497924805,1,3,C
Sky Fire,2021-06-27,40.039,-121.406,0.0,17.2,6.2,37.99,30.3,-4.970000267028809,6904.0,1850,27.64169692993164,1,2,B
Blue Fire,2021-06-30,37.028657668133,-119.254844094822,0.0,43.6,33.7,38.84,22.3,-5.039999961853027,5009.0,1198,8.31352710723877,1,4,C
Willow Fire,2021-06-18,36.151231,-121.558858,0.0,14.6,14.8,69.61,31.9,-4.5,4152.0,535,10.644460678100586,1,5,E
Nettle Fire,2021-06-18,36.03887,-118.76857,0.0,36.8,0.4,31.53,18.2,-4.739999771118164,3901.0,391,9.5006103515625,1,5,E
Peak Fire,2021-06-28,34.20849,-117.280416,0.0,25.3,12.6,54.95,26.2,-3.510000228881836,4869.0,859,21.61793708801269,1,2,B
Tumbleweed Fire,2021-07-04,34.808751,-118.87933,0.0,31.1,0.0,18.39,28.9,-4.369999885559082,1982.0,1303,9.371167182922363,1,5,D
Dolicini Fire,2021-07-14,38.0975072,-122.7418335,0.0,21.8,46.0,74.16,28.6,-5.970000267028809,3356.0,85,5.1879048347473145,1,2,B
Bradley Fire,2021-07-11,41.25272,-121.82403,0.0,23.0,0.0,27.67,26.4,-5.649999618530273,5954.0,1215,7.160590648651123,1,4,D
Juniper Fire,2021-07-05,41.80728,-120.638464,0.0,25.3,0.0,31.4,26.4,-5.289999961853027,2508.0,1554,1.244104027748108,1,5,E
Tennant Fire,2021-06-28,41.665191,-122.054254,0.0,33.3,11.6,27.65,27.9,-7.369999885559082,3849.0,1474,1.854334115982056,1,5,F
Border 13 Fire,2021-07-15,32.578481,-116.634023,0.0,10.5,40.8,68.56,24.3,-2.550000190734864,2593.0,549,2.3873798847198486,1,1,B
Cannon Fire,2021-07-14,40.1703,-122.64768,0.0,23.0,0.4,36.89,22.0,-5.479999542236328,2990.0,436,9.497817993164062,1,2,B
River Fire,2021-07-11,37.350823,-119.869785,0.0,25.9,12.8,29.53,28.2,-4.609999656677246,3283.0,422,3.883148431777954,1,5,F
Salt Fire,2021-06-30,40.860525,-122.348956,0.0,21.9,4.1,33.57,32.7,-5.380000114440918,6388.0,415,6.719490051269531,1,5,F
Fork Fire,2021-07-17,39.999396,-122.55195,0.0,17.2,0.8,28.57,30.3,-6.159999847412109,2779.0,284,6.046409606933594,1,2,B
Quail Fire,2021-07-20,33.889516,-117.070814,0.0,20.6,1.9,31.68,28.7,-2.729999542236328,2423.0,462,2.164454936981201,1,2,B
Frenchtown Fire,2021-07-20,39.383922,-121.24684,0.0,20.8,0.5,28.8,28.9,-5.350000381469727,5563.0,494,6.037959575653076,1,2,B
Chicken Fire,2021-07-18,40.86955,-120.45187,0.0,19.7,1.1,23.41,26.7,-3.9600000381469727,1571.0,1616,2.2226874828338623,1,2,B
Coyote Fire,2021-07-09,41.28523,-121.77593,0.0,6.9,0.3,28.91,28.4,-6.260000228881836,7476.0,1425,14.577677726745604,1,3,C
Road Fire,2021-07-10,32.82731,-116.6253,0.0,19.7,1.6,52.92,23.9,-2.289999961853028,3267.0,1045,7.802775859832764,1,3,B
Dexter Fire,2021-07-12,37.8024,-118.8745,0.0,39.7,12.0,34.56,17.6,-3.779999732971192,5460.0,2690,5.920886039733887,1,5,E
Henry Fire,2021-06-25,38.4504695,-119.7512546,0.0,20.8,19.7,49.12,9.3,-4.640000343322754,5305.0,2743,25.63179397583008,1,5,E
Tobin Fire,2021-07-31,35.65927,-120.560856,0.0,26.4,2.8,49.08,27.8,-3.25,3443.0,295,1.1413774490356443,1,2,B
Hiding Fire,2021-08-01,40.466364,-122.482826,0.0,20.8,0.2,30.32,26.9,-6.819999694824219,3283.0,275,1.5314624309539795,1,2,B
Hungry Fire,2021-07-31,34.7479248,-118.8217926,0.0,29.8,0.5,21.95,30.0,-3.75,2136.0,1006,1.854334115982056,1,4,D
House Fire,2021-08-04,40.604986,-122.506112,0.0,20.8,0.0,22.14,19.6,-7.800000190734863,3959.0,335,11.573129653930664,1,2,B
Nelson Fire,2021-08-07,41.034362,-121.89008,0.0,8.4,94.7,37.06,20.7,-6.310000419616699,7384.0,685,8.636116981506348,1,1,B
Middle Fire,2021-08-13,38.250596,-122.727542,0.0,25.3,45.8,78.26,21.2,-6.590000152587891,3384.0,101,4.495874404907227,1,1,B
Coyote Fire,2021-08-13,38.826123,-122.581257,0.0,19.7,32.1,63.22,13.2,-6.090000152587891,3629.0,362,4.51814603805542,1,3,C
Antonio Fire,2021-08-03,34.23604,-117.65989,0.0,19.7,4.2,26.77,27.3,-3.0299997329711914,6215.0,1289,8.606096267700195,1,2,B
Park Fire,2021-07-26,36.199833,-118.722167,0.0,12.1,9.5,35.65,17.2,-5.170000076293945,6963.0,1356,14.351581573486328,1,3,C
Peak Fire,2021-07-20,35.41153,-118.46461,0.0,24.2,1.8,28.23,31.6,-4.060000419616699,2699.0,1390,28.811203002929688,1,5,E
Evans Fire,2021-07-29,40.183504,-120.8468224,0.0,21.9,0.0,24.71,19.4,-5.050000190734863,6918.0,1227,9.192978858947754,1,3,B
Robie Fire,2021-07-30,38.054116,-120.867498,0.0,12.1,0.2,32.76,21.7,-4.279999732971191,2461.0,90,0.0,1,3,C
Bear Fire,2021-07-11,34.85178,-118.81448,0.0,35.8,0.0,18.38,27.1,-4.329999923706055,3124.0,1104,10.127628326416016,1,2,B
Hambone Fire,2021-08-06,41.68499,-121.53946,0.0,11.8,0.0,43.57,27.6,-6.600000381469727,2649.0,1623,10.38516330718994,1,2,B
Glen Fire,2021-08-11,39.403918,-121.30845,0.0,8.8,22.7,30.24,25.4,-5.050000190734863,6257.0,604,8.048077583312988,1,3,C
Mule Fire,2021-08-25,40.616416,-122.514391,0.0,17.2,0.0,32.91,22.2,-8.149999618530273,3563.0,456,12.79333782196045,1,1,B
Rock Fire,2021-08-24,33.474823,-116.659688,0.0,19.7,0.0,36.33,22.6,-2.649999618530273,3108.0,1303,6.192820549011231,1,4,C
Westward Fire,2021-08-25,33.918089,-116.877776,0.0,26.0,10.7,27.11,15.0,-2.2200002670288086,2022.0,695,1.452082276344299,1,3,C
Bennett Fire,2021-08-25,39.216752,-121.040771,0.0,18.4,24.6,33.66,14.2,-5.5,4232.0,778,12.75832176208496,1,2,B
Roadside Fire,2021-08-28,34.25145,-117.4546,0.0,23.0,6.7,39.7,25.8,-2.4200000762939453,2920.0,747,1.854334115982056,1,2,B
Lava Fire,2021-06-24,41.459,-122.329,0.0,33.3,6.6,41.65,23.1,-6.729999542236328,6060.0,1310,8.646459579467773,1,5,F
Washington Fire,2021-08-26,37.962933,-120.402221,0.0,10.1,3.9,33.66,26.4,-4.479999542236328,4551.0,471,5.450223445892334,1,3,C
Lassen Fire,2021-09-01,38.0591827,-122.6131992,0.0,17.2,26.6,75.92,22.0,-4.979999542236328,3898.0,486,19.938270568847656,1,2,B
Airola Fire,2021-08-25,38.038795,-120.454797,0.0,9.2,2.5,38.06,19.4,-5.289999961853027,3140.0,328,1.177461862564087,1,4,D
Lawrence Fire,2021-09-05,38.529123,-120.731748,0.0,11.4,32.9,17.82,21.0,-4.369999885559082,4802.0,674,4.731647491455078,1,2,B
K-Rail,2021-08-30,41.03877,-123.52733,0.0,25.3,59.3,86.57,23.8,-4.550000190734863,7906.0,1063,15.368171691894531,1,1,B
Caballo Fire,2021-09-06,34.6776,-120.09009,0.0,19.7,15.1,65.33,20.2,-3.119999885559082,3241.0,332,2.2544960975646973,1,2,B
Pinnacles Fire,2021-07-28,36.476664,-121.224797,0.0,28.9,32.2,75.06,27.9,-3.8999996185302734,3637.0,595,8.670624732971191,1,3,C
Knob Fire,2021-08-29,40.8652,-123.6744,0.0,12.5,68.4,89.64,24.3,-4.5,8838.0,881,30.271175384521484,1,5,E
Chaparral Fire,2021-08-28,33.484721,-117.39309,0.0,17.2,16.0,64.19,24.0,-2.609999656677246,5187.0,620,17.96977996826172,1,5,E
Pomo Fire,2021-06-17,39.16338,-122.916,0.0,16.1,0.1,38.51,34.3,-5.909999847412109,6958.0,407,2.5642354488372803,1,2,B
Bridge Fire,2021-09-05,38.921239,-121.036613,0.0,11.4,5.6,19.79,21.4,-4.170000076293945,4977.0,221,41.717716217041016,1,4,D
Cache Fire,2021-08-18,38.928133,-122.601395,0.0,9.9,72.0,57.03,25.5,-6.909999847412109,3810.0,443,4.0225372314453125,1,3,B
Childrens Fire,2021-09-19,36.89365,-119.792528,0.0,27.6,30.8,56.08,20.6,-3.920000076293945,2955.0,109,0.9274099469184875,1,2,B
Walkers Fire,2021-08-16,36.268,-118.555,0.0,9.5,0.0,44.56,21.3,-4.279999732971191,4000.0,2263,26.70339584350586,1,5,F
Route Fire,2021-09-11,34.569383,-118.688821,0.0,29.8,1.5,31.21,24.2,-3.369999885559082,2666.0,778,5.659314632415772,1,4,D
Hopkins Fire,2021-09-12,39.232362,-123.202039,0.0,20.8,0.0,37.99,23.0,-8.520000457763672,4553.0,205,1.854334115982056,1,4,C
Fremont Fire,2021-09-22,38.269863,-122.416983,0.0,19.7,19.0,69.49,21.6,-6.090000152587891,3451.0,23,1.1811935901641846,1,3,C
University Fire,2021-09-22,34.164501,-117.333215,0.0,26.5,10.6,32.98,20.4,-2.380000114440918,2214.0,444,3.3589391708374023,1,2,B
Beckwourth Complex,2021-07-04,39.83203,-120.3415,0.02,25.3,38.6,38.11,18.9,-5.810000419616699,2606.0,1495,0.9274099469184875,1,5,F
Fawn Fire,2021-09-22,40.729811,-122.320243,0.0,10.7,0.1,33.81,15.4,-4.779999732971191,5706.0,299,9.697775840759276,1,5,F
Maxwell Fire,2021-10-05,40.649917,-123.02375,0.0,20.8,6.6,35.46,16.2,-4.270000457763672,7245.0,753,10.370237350463867,1,2,B
Kettle Fire,2021-10-11,35.983649,-119.960099,0.0,44.1,41.3,39.94,17.6,-2.510000228881836,1969.0,119,4.414613246917725,1,4,D
View Fire ,2021-10-11,40.287225,-122.436754,0.0,34.4,1.4,25.21,14.8,-4.670000076293945,4875.0,235,6.89936637878418,1,1,B
Newell Fire,2021-10-11,38.170366,-122.241128,0.0,38.7,0.0,33.85,17.8,-5.439999580383301,3470.0,31,5.113761901855469,1,3,C
Gravel Fire,2021-10-15,41.862388,-120.358206,0.0,8.4,0.0,47.45,27.0,-4.529999732971191,3298.0,1436,1.552423119544983,1,4,C
Aruba Fire,2021-09-05,33.380079,-117.111157,0.0,21.9,2.2,40.97,23.9,-2.0699996948242188,4262.0,311,3.86678147315979,1,2,B
Estrada Fire,2021-10-15,37.013464,-121.752106,0.0,17.2,0.0,37.6,14.6,-3.510000228881836,5424.0,256,6.935219764709473,1,3,C
Hollow Fire,2021-10-24,37.62879,-121.52692,2.55,40.0,99.8,87.14,6.1,-4.720000267028809,2175.0,181,4.771973609924316,1,3,C
Tamarack Fire,2021-07-04,38.6280042,-119.8591887,0.07,23.0,13.4,49.12,30.0,-4.430000305175781,4336.0,2324,3.675456285476685,1,5,F
Alisal Fire,2021-10-11,34.553,-120.136,0.0,41.2,34.7,66.2,18.9,-2.619999885559082,4868.0,183,5.279648303985596,1,5,F
Colorado Fire,2022-01-21,36.396461,-121.880533,0.0,10.1,0.6,53.65,12.5,-1.8500003814697263,8105.0,202,10.614075660705566,1,4,D
Emerald Fire ,2022-02-10,33.558085,-117.805666,0.0,40.3,0.0,18.68,16.0,-1.6800003051757812,5993.0,113,29.266277313232425,1,3,C
Airport Fire,2022-02-16,37.369355,-118.371813,0.0,50.8,3.2,39.03,14.7,1.6499996185302734,1666.0,1256,3.883234739303589,1,5,E
Alpine Fire ,2022-03-01,38.46234,-123.015106,0.0,15.0,18.8,75.92,14.7,3.700000762939453,8179.0,139,18.40115737915039,1,1,B
Evergreen Fire ,2022-03-12,41.4455854,-122.3685584,0.02,59.9,29.8,38.97,17.9,-4.829999923706055,5601.0,1069,1.2371468544006348,1,1,B
Flanagan Fire ,2022-03-04,40.67671,-122.4073,0.0,31.0,36.5,43.14,7.8,-1.2200002670288086,5456.0,266,6.709780216217041,1,3,B
Gulch Fire ,2022-03-12,41.9525087,-121.9015432,0.01,50.5,30.7,43.19,16.7,-4.899999618530273,1490.0,1295,0.9274099469184875,1,3,C
Whitlow Fire,2022-03-25,41.234712,-121.692093,0.0,5.8,0.0,52.79,20.7,-3.930000305175781,5603.0,1292,4.131796836853027,1,1,B
